,Name,Year,Transmission,Owner_Type,Engine (CC),Power (bhp),Price
1565,1812,2011.0,0,2,1968.0,167.7,8.5
1566,540,2013.0,0,0,1582.0,126.24,8.75
1567,1211,2011.0,1,0,998.0,67.1,3.08
1568,803,2017.0,0,0,1999.0,148.31,41.5
1569,449,2016.0,1,0,1497.0,117.3,7.0
1570,1312,2011.0,0,2,1991.0,181.03,11.5
1571,1192,2011.0,1,0,998.0,67.04,2.6
1572,623,2014.0,1,0,1582.0,126.3,4.3
1573,1063,2017.0,1,0,1373.0,80.46,8.35
1574,1835,2017.0,0,0,1968.0,141,24.9
1575,132,2011.0,0,0,1995.0,177,13.75
1576,556,2014.0,1,0,1186.0,73.97,3.85
1577,1274,2014.0,0,0,2143.0,201.1,23.25
1578,833,2012.0,1,0,2523.0,82,7.0
1579,565,2015.0,1,0,1197.0,82,5.75
1580,698,2008.0,1,2,1197.0,78.9,1.65
1581,1804,2012.0,1,0,1968.0,138.1,6.5
1582,1557,2011.0,0,0,1968.0,245,7.5
1583,65,2019.0,0,0,2967.0,245,72.94
1584,1731,2010.0,1,2,2982.0,171,11.0
1585,1215,2013.0,1,0,1061.0,67,3.02
1586,528,2013.0,1,0,814.0,55.2,3.32
1587,391,2013.0,1,0,1198.0,86.8,3.24
1588,958,2015.0,1,0,796.0,47.3,2.35
1589,833,2013.0,1,0,2523.0,62.1,5.5
1590,449,2015.0,1,0,1497.0,117.3,6.75
1591,1532,2015.0,1,0,1598.0,103.52,6.15
1592,1164,2016.0,1,0,1197.0,81.8,5.45
1593,532,2013.0,1,2,814.0,55.2,2.3
1594,1145,2015.0,1,0,1197.0,83.14,6.21
1595,1385,2014.0,0,0,1198.0,76,5.21
1596,63,2008.0,0,0,4134.0,250,11.99
1597,1171,2010.0,1,0,1248.0,75,3.1
1598,1659,2017.0,1,0,2179.0,138.03,7.5
1599,1820,2016.0,1,0,1498.0,88.8,4.0
1600,449,2016.0,1,0,1497.0,117.3,7.73
1601,450,2015.0,1,0,1497.0,37,7.8
1602,942,2011.0,1,0,796.0,37,1.3
1603,1822,2014.0,1,0,1498.0,88.8,4.42
1604,174,2009.0,0,0,1991.0,147.9,4.0
1605,917,2016.0,1,0,2179.0,140,13.0
1606,378,2015.0,1,0,1498.0,98.6,5.38
1607,717,2011.0,1,2,1197.0,80,3.25
1608,1186,2016.0,0,0,998.0,67,3.87
1609,1809,2014.0,0,2,1968.0,138.03,8.25
1610,1021,2018.0,1,0,1373.0,91.1,9.28
1611,873,2012.0,0,0,2179.0,120,6.25
1612,163,2008.0,1,2,1150.0,74.9,1.15
1613,1036,2016.0,1,0,1373.0,91.2,7.8
1614,724,2012.0,1,0,1396.0,90,4.5
1615,472,2018.0,1,0,1199.0,88.7,7.56
1616,917,2017.0,1,0,2179.0,140,16.08
1617,716,2012.0,1,0,1197.0,80,4.5
1618,633,2012.0,1,0,1582.0,126.32,5.0
1619,692,2011.0,1,0,1086.0,68.05,2.2
1620,1005,2014.0,0,0,998.0,67.04,4.0
1621,1473,2012.0,1,0,1199.0,73.9,2.51
1622,1160,2015.0,1,0,1248.0,74,4.75
1623,703,2008.0,1,2,1086.0,66.7,2.0
1624,698,2010.0,1,2,1197.0,78.9,2.1
1625,260,2013.0,0,0,1499.0,110,6.25
1626,1258,2011.0,0,2,2987.0,210,10.6
1627,1160,2017.0,1,0,1248.0,74,6.0
1628,946,2004.0,1,2,796.0,37,0.45
1629,1157,2010.0,1,3,1298.0,88.2,2.5
1630,519,2018.0,1,0,1591.0,121.3,12.75
1631,130,2017.0,0,0,1995.0,190,30.29
1632,340,2006.0,1,0,1299.0,70,1.6
1633,258,2017.0,1,0,1498.0,89.84,7.54
1634,1030,2015.0,1,0,1373.0,91.1,6.84
1635,1812,2012.0,0,0,1968.0,167.7,6.0
1636,480,2017.0,1,0,1498.0,98.6,8.0
1637,18,2016.0,0,0,1968.0,174.33,24.74
1638,572,2017.0,1,0,1120.0,70,5.5
1639,1280,2013.0,0,0,2987.0,224,36.0
1640,1745,2013.0,1,0,2494.0,100.6,11.79
1641,1390,2011.0,1,2,1498.0,97.7,3.0
1642,1483,2011.0,0,2,1968.0,138.1,6.75
1643,159,2006.0,1,0,1399.0,92.7,1.4
1644,497,2014.0,1,0,1498.0,98.6,5.75
1645,1092,2010.0,1,0,1248.0,73.9,3.4
1646,1832,2011.0,1,2,1198.0,73.9,4.89
1647,1402,2013.0,1,0,1598.0,102.5,4.95
1648,948,2013.0,0,2,998.0,66.1,3.49
1649,1719,2011.0,1,0,1364.0,118,3.85
1650,419,2014.0,1,0,1497.0,118,6.35
1651,563,2017.0,0,0,1197.0,82,7.08
1652,775,2017.0,0,0,1999.0,177,38.0
1653,889,2012.0,1,0,2179.0,120,6.25
1654,1316,2011.0,0,0,1796.0,186,10.15
1655,1548,2014.0,0,0,1798.0,157.75,10.75
1656,176,2012.0,0,0,1991.0,147.9,4.65
1657,889,2010.0,1,0,2179.0,120,4.75
1658,637,2015.0,1,0,1591.0,121.3,7.78
1659,721,2016.0,1,0,1396.0,90,6.75
1660,431,2008.0,0,0,1497.0,78,2.99
1661,694,2013.0,1,0,1197.0,78.9,2.35
1662,367,2013.0,1,0,1498.0,98.6,3.65
1663,1196,2012.0,1,2,998.0,67.04,2.74
1664,391,2013.0,1,0,1198.0,86.8,3.5
1665,717,2014.0,1,0,1197.0,80,4.76
1666,1845,2016.0,1,0,1598.0,103.2,6.2
1667,1507,2008.0,1,2,1896.0,66,2.35
1668,1261,2014.0,0,0,2143.0,204,24.5
1669,1447,2013.0,1,0,1598.0,102.57,6.0
1670,533,2017.0,1,0,814.0,55.2,3.65
1671,1165,2016.0,1,2,1197.0,85.8,6.26
1672,1376,2011.0,1,2,1461.0,241.4,2.1
1673,55,2015.0,0,0,2967.0,241.4,32.95
1674,718,2018.0,1,0,1197.0,81.83,7.8
1675,391,2014.0,1,0,1198.0,86.8,4.25
1676,1146,2014.0,1,0,1298.0,85.8,4.86
1677,558,2017.0,1,0,1197.0,81.86,4.9
1678,937,2014.0,1,0,2498.0,112,7.06
1679,1829,2015.0,0,0,1798.0,189,4.5
1680,965,2011.0,1,0,998.0,67.1,3.22
1681,1823,2014.0,1,0,1199.0,73.9,3.25
1682,577,2016.0,0,0,2143.0,82,4.53
1683,1322,2017.0,0,0,2143.0,170,34.78
1684,639,2014.0,0,0,1591.0,121.3,6.5
1685,228,2010.0,1,0,1172.0,67,2.25
1686,1764,2011.0,1,2,2494.0,100,8.0
1687,904,2017.0,0,0,1493.0,100,8.37
1688,1820,2015.0,1,0,1498.0,88.8,5.39
1689,109,2018.0,0,0,1995.0,190,37.3
1690,1294,2018.0,0,0,2987.0,254.79,70.8
1691,1300,2012.0,0,0,2987.0,254.8,22.25
1692,560,2018.0,1,0,1197.0,81.86,6.03
1693,1548,2011.0,0,0,1798.0,157.75,4.9
1694,708,2013.0,0,0,1197.0,78.9,3.96
1695,724,2011.0,1,0,1396.0,90,4.6
1696,889,2011.0,1,2,2179.0,120,5.5
1697,394,2013.0,1,0,1198.0,86.8,3.25
1698,715,2017.0,1,0,1197.0,81.83,6.25
1699,273,2007.0,1,1,2499.0,143,3.0
1700,652,2011.0,1,0,1493.0,110,4.25
1701,1731,2011.0,1,0,2982.0,171,12.25
1702,135,2011.0,0,2,1995.0,184,10.95
1703,1733,2013.0,0,0,2982.0,168.5,16.5
1704,372,2018.0,0,0,1199.0,88.76,7.8
1705,692,2013.0,1,0,1086.0,68.05,3.7
1706,716,2012.0,1,0,1197.0,80,4.0
1707,77,2015.0,0,0,1995.0,187.74,26.75
1708,47,2016.0,0,0,1968.0,181,28.03
1709,1169,2017.0,1,0,1197.0,81.8,5.44
1710,985,2017.0,0,0,1197.0,83.1,6.2
1711,503,2005.0,1,0,1495.0,94,0.9
1712,1090,2016.0,1,0,1197.0,85.8,3.95
1713,1620,2011.0,1,2,624.0,35,0.44
1714,326,2012.0,1,0,1399.0,68,2.75
1715,1812,2011.0,0,0,1968.0,167.7,7.5
1716,221,2010.0,1,2,1248.0,93,2.5
1717,930,2015.0,1,0,2489.0,93.7,5.0
1718,1207,2013.0,1,0,998.0,67.1,3.6
1719,1711,2012.0,1,0,1496.0,88.7,3.99
1720,577,2015.0,1,0,1197.0,82,5.64
1721,1764,2014.0,1,0,2494.0,100,12.0
1722,1575,2008.0,1,0,1405.0,62,0.7
1723,85,2015.0,0,0,1995.0,184,19.0
1724,270,2017.0,0,0,3198.0,103.25,30.48
1725,1038,2017.0,1,0,1462.0,103.25,8.2
1726,305,2015.0,1,0,1498.0,99,7.55
1727,163,2007.0,1,3,1150.0,74.9,0.99
1728,420,2011.0,0,0,1497.0,118,4.15
1729,1396,2016.0,1,0,1498.0,97.6,6.2
1730,1138,2016.0,1,0,1197.0,85.8,4.4
1731,329,2012.0,1,0,1399.0,68,2.1
1732,212,2011.0,1,0,1248.0,75,2.2
1733,544,2018.0,1,0,1197.0,81.86,8.34
1734,1135,2014.0,1,0,1248.0,74,4.35
1735,257,2014.0,1,0,1498.0,89.84,6.8
1736,1137,2010.0,1,0,1248.0,73.9,3.3
1737,577,2016.0,1,0,1197.0,82,5.04
1738,269,2012.0,0,0,2953.0,153.86,9.2
1739,1824,2014.0,1,0,1199.0,73.9,5.7
1740,903,2018.0,1,0,1493.0,100,8.48
1741,152,2013.0,0,0,2993.0,306,48.0
1742,1434,2012.0,1,0,1461.0,108.45,6.1
1743,1196,2010.0,1,0,998.0,67.04,2.75
1744,1057,2017.0,1,0,1248.0,88.5,8.0
1745,972,2010.0,1,0,796.0,46.3,1.85
1746,1187,2015.0,0,0,998.0,67,3.85
1747,1051,2017.0,1,0,1196.0,73,4.74
1748,1432,2013.0,1,0,1461.0,108.45,5.63
1749,1220,2011.0,1,0,1061.0,64,2.62
1750,1447,2015.0,1,0,1598.0,102.53,4.9
1751,464,2006.0,1,0,1799.0,130,2.65
1752,924,2012.0,1,0,2179.0,140,5.99
1753,911,2011.0,1,2,1461.0,64.1,2.4
1754,1457,2017.0,1,0,999.0,67,4.25
1755,1419,2013.0,0,0,2967.0,240,40.0
1756,1124,2008.0,1,2,1248.0,74,2.7
1757,205,2016.0,1,0,1198.0,67,2.99
1758,714,2011.0,1,0,1197.0,80,3.4
1759,105,2016.0,1,2,1995.0,190,30.8
1760,1064,2012.0,1,0,1248.0,88.8,5.85
1761,574,2014.0,1,0,1197.0,82,4.0
1762,91,2011.0,0,0,2996.0,254,14.12
1763,175,2011.0,1,0,1998.0,163.7,4.55
1764,1299,2015.0,0,0,2987.0,165,38.0
1765,1088,2011.0,1,0,1248.0,73.9,2.9
1766,1316,2007.0,0,2,1796.0,186,6.0
1767,715,2016.0,1,0,1197.0,81.83,6.95
1768,523,2014.0,1,0,998.0,68.05,2.75
1769,1159,2014.0,1,0,1248.0,74,5.1
1770,764,2017.0,1,0,1197.0,81.83,6.75
1771,1098,2014.0,1,0,1197.0,85.8,3.69
1772,1159,2013.0,1,0,1248.0,74,5.45
1773,499,2018.0,1,0,1199.0,88.7,9.29
1774,675,2015.0,0,2,1197.0,81.86,4.0
1775,360,2013.0,1,0,1198.0,86.7,2.9
1776,637,2013.0,1,0,1591.0,121.3,5.25
1777,428,2014.0,1,0,1497.0,116.3,5.75
1778,519,2017.0,1,0,1591.0,121.3,13.12
1779,924,2014.0,1,0,2179.0,140,7.83
1780,1200,2013.0,1,0,998.0,58.16,3.15
1781,1759,2013.0,1,0,2494.0,102,10.4
1782,1159,2012.0,1,0,1248.0,74,4.35
1783,1209,2017.0,0,0,998.0,67,5.23
1784,557,2016.0,1,0,1197.0,81.86,6.01
1785,378,2014.0,1,0,1498.0,98.6,4.4
1786,78,2010.0,0,0,1995.0,181,12.75
1787,333,2011.0,1,0,1196.0,70,2.4
1788,1791,2018.0,1,0,1198.0,73.75,5.71
1789,259,2015.0,1,2,1498.0,89.84,5.49
1790,411,2004.0,1,2,1343.0,90,1.3
1791,921,2014.0,1,0,2179.0,140,8.5
1792,1736,2012.0,1,0,2982.0,168.5,12.99
1793,558,2017.0,1,0,1197.0,81.86,5.0
1794,1041,2017.0,0,0,1248.0,73.75,9.0
1795,1159,2016.0,1,0,1248.0,74,5.22
1796,1832,2012.0,1,0,1198.0,73.9,3.8
1797,1715,2019.0,1,0,1197.0,78.9,7.27
1798,1165,2016.0,1,0,1197.0,81.8,5.1
1799,1257,2013.0,0,0,2143.0,203,29.0
1800,1207,2013.0,1,0,998.0,67.1,2.9
1801,1621,2012.0,1,0,624.0,35,1.38
1802,1478,2011.0,1,0,1798.0,157.8,5.5
1803,1828,2016.0,0,0,1197.0,103.5,7.25
1804,633,2014.0,1,0,1582.0,126.32,6.98
1805,1560,2017.0,1,0,1248.0,74,5.25
1806,526,2013.0,1,0,814.0,55.2,1.95
1807,8,2014.0,0,0,1968.0,174.33,24.5
1808,1752,2013.0,1,0,2494.0,100,8.31
1809,1300,2012.0,0,0,2987.0,254.8,36.0
1810,668,2015.0,1,0,1120.0,71,5.5
1811,347,2011.0,0,0,2354.0,177.6,5.89
1812,1840,2016.0,1,0,1498.0,103.2,7.95
1813,771,2010.0,1,0,1197.0,80,2.75
1814,539,2012.0,1,0,1582.0,126.24,6.25
1815,329,2015.0,1,0,1399.0,68.05,4.95
1816,715,2019.0,1,0,1197.0,81.83,6.27
1817,631,2017.0,1,0,1582.0,126.2,8.65
1818,564,2014.0,1,0,1197.0,82,3.5
1819,48,2015.0,0,0,1968.0,174.3,35.0
1820,1146,2015.0,1,0,1298.0,85.8,4.45
1821,758,2012.0,1,0,1197.0,80,2.65
1822,844,2017.0,1,0,1198.0,77,4.7
1823,535,2014.0,0,0,1582.0,126.2,8.9
1824,792,2017.0,1,0,1956.0,170,17.45
1825,1181,2017.0,1,0,1248.0,88.5,9.58
1826,1681,2012.0,1,0,1798.0,138.03,6.22
1827,924,2013.0,1,0,2179.0,140,7.8
1828,137,2016.0,0,0,1995.0,190,27.75
1829,760,2015.0,1,2,1396.0,88.73,7.0
1830,1294,2017.0,0,0,2987.0,254.79,64.87
1831,175,2013.0,1,2,1998.0,163.7,6.5
1832,714,2011.0,1,2,1197.0,80,2.7
1833,391,2012.0,1,2,1198.0,86.8,2.5
1834,1372,2013.0,1,0,1461.0,84.8,3.9
1835,1834,2015.0,1,0,1198.0,73.9,3.95
1836,706,2010.0,1,2,1197.0,78.9,2.1
1837,176,2009.0,0,3,1991.0,147.9,3.5
1838,691,2007.0,1,2,1086.0,68.05,2.0
1839,1059,2014.0,1,0,1248.0,88.76,5.35
1840,367,2013.0,0,0,1595.0,98.6,3.8
1841,1236,2016.0,0,0,1595.0,122,17.25
1842,558,2018.0,1,0,1197.0,81.86,5.53
1843,706,2009.0,1,3,1197.0,78.9,1.95
1844,1125,2017.0,1,0,1248.0,74,8.2
1845,411,1999.0,1,0,1343.0,90,0.9
1846,1752,2013.0,1,3,2494.0,100.6,6.5
1847,1352,2014.0,0,0,1998.0,112,19.41
1848,223,2016.0,1,0,1368.0,112.4,6.58
1849,160,2011.0,1,2,1399.0,92.7,2.1
1850,692,2008.0,1,2,1086.0,68.05,2.0
1851,667,2015.0,1,0,1120.0,71,3.7
1852,1005,2014.0,0,0,998.0,67.04,3.8
1853,704,2014.0,1,0,1197.0,78.9,3.25
1854,1440,2015.0,1,0,1461.0,83.8,5.53
1855,74,2011.0,0,2,1995.0,190,10.9
1856,577,2018.0,1,0,1197.0,82,5.1
1857,585,2007.0,1,2,999.0,62,2.2
1858,197,2009.0,1,2,995.0,62,1.6
1859,452,2018.0,1,0,1497.0,117.3,11.25
1860,1848,2013.0,1,0,1598.0,103.6,5.9
1861,1732,2012.0,0,0,2982.0,169,14.4
1862,419,2011.0,1,0,1497.0,118,3.6
1863,105,2017.0,0,0,1995.0,190,40.5
1864,57,2014.0,0,2,1968.0,174.3,38.95
1865,1088,2014.0,1,0,1248.0,73.94,3.6
1866,1841,2016.0,0,0,1498.0,103.2,7.12
1867,436,2016.0,1,0,1498.0,98.6,7.52
1868,23,2012.0,0,2,1968.0,140.8,10.35
1869,1531,2014.0,1,0,1598.0,103.52,7.0
1870,1731,2011.0,1,0,2982.0,171,10.85
1871,191,2010.0,1,0,1991.0,123.7,2.35
1872,1051,2014.0,1,0,1196.0,73,2.9
1873,1035,2017.0,1,0,1373.0,91.1,7.65
1874,1029,2016.0,1,0,1248.0,88.5,6.4
1875,1758,2014.0,1,0,2494.0,100.6,10.1
1876,1138,2014.0,1,0,1197.0,85.8,4.25
1877,1777,2019.0,0,0,2755.0,171.5,19.65
1878,1578,2017.0,1,0,1396.0,69,4.4
1879,758,2012.0,1,0,1197.0,82.85,3.25
1880,283,2012.0,1,0,1399.0,68,2.8
1881,177,2015.0,1,0,1248.0,73.74,4.3
1882,282,2006.0,1,3,1399.0,68,1.55
1883,402,2007.0,1,2,2354.0,152,4.7
1884,476,2017.0,1,0,1199.0,88.7,7.07
1885,1296,2018.0,0,0,2987.0,258,79.0
1886,560,2018.0,1,0,1197.0,81.86,5.75
1887,1095,2012.0,1,0,1197.0,85.8,3.25
1888,1795,2017.0,0,0,1498.0,108.495,8.89
1889,449,2015.0,1,0,1497.0,117.3,5.9
1890,471,2016.0,1,0,1199.0,88.7,4.95
1891,1156,2014.0,1,0,1248.0,75,3.75
1892,510,2017.0,0,0,1582.0,126.2,10.97
1893,37,2014.0,0,2,2967.0,241.4,24.94
1894,526,2014.0,1,0,814.0,55.2,1.97
1895,326,2010.0,1,2,1399.0,68,1.4
1896,1788,2018.0,1,0,1198.0,73.75,7.27
1897,1466,2013.0,1,0,1461.0,84.8,4.0
1898,475,2015.0,1,0,1199.0,88.7,4.75
1899,716,2015.0,1,0,1197.0,80,5.1
1900,15,2012.0,0,0,2967.0,241.4,16.11
1901,901,2014.0,0,0,2696.0,184,10.55
1902,1728,2017.0,0,0,2755.0,174.5,30.0
1903,1501,2002.0,1,0,1896.0,66,1.6
1904,1310,2018.0,0,0,2148.0,170,18.49
1905,1021,2018.0,1,0,1373.0,91.1,9.96
1906,1173,2013.0,1,2,1248.0,74,4.75
1907,1783,2002.0,1,3,2446.0,75,3.65
1908,102,2012.0,0,2,2495.0,218,15.5
1909,1365,2013.0,1,0,2835.0,116.9,11.82
1910,1702,2008.0,1,0,1794.0,125,2.05
1911,1200,2016.0,1,0,998.0,58.16,3.3
1912,1083,2013.0,1,0,796.0,34.2,2.25
1913,27,2014.0,0,0,1968.0,174.33,20.12
1914,680,2017.0,1,0,1197.0,81.86,4.95
1915,477,2016.0,1,0,1498.0,98.6,7.48
1916,1248,2004.0,0,2,1796.0,157.7,5.5
1917,414,2005.0,1,2,1493.0,100,1.7
1918,7,2013.0,0,0,1968.0,147.51,13.19
1919,1138,2012.0,1,0,1197.0,85.8,3.85
1920,1045,2016.0,1,0,1248.0,73.75,5.75
1921,925,2012.0,1,0,2179.0,140,9.0
1922,170,2012.0,1,0,1199.0,79.4,2.21
1923,239,2017.0,1,0,1498.0,98.96,8.09
1924,108,2017.0,0,0,2993.0,258,48.63
1925,57,2015.0,0,2,1968.0,174.3,39.47
1926,134,2015.0,0,2,1995.0,190,22.24
1927,700,2009.0,0,0,1197.0,80,2.6
1928,510,2016.0,0,0,1582.0,126.2,12.0
1929,8,2014.0,0,0,1968.0,174.33,18.0
1930,1336,2007.0,0,3,3498.0,364.9,9.99
1931,694,2012.0,1,0,1197.0,78.9,2.45
1932,238,2017.0,1,0,1498.0,98.96,8.99
1933,1848,2011.0,1,0,1598.0,103.6,3.15
1934,1048,2017.0,1,0,1248.0,73.75,8.2
1935,862,2016.0,1,0,1997.0,120,11.5
1936,751,2016.0,1,0,1396.0,88.73,7.3
1937,970,2008.0,1,0,796.0,46.3,1.59
1938,694,2015.0,1,2,1197.0,78.9,3.15
1939,883,2015.0,1,2,2179.0,120,8.5
1940,1474,2010.0,1,0,1199.0,75,3.0
1941,149,2012.0,0,0,2993.0,258,21.0
1942,477,2016.0,1,0,1498.0,98.6,7.75
1943,1251,2013.0,0,0,2148.0,170,23.0
1944,914,2016.0,0,0,2179.0,140,13.75
1945,445,2017.0,0,0,1497.0,117.3,8.29
1946,1159,2014.0,1,0,1248.0,74,5.79
1947,1307,2017.0,0,0,2143.0,170,30.5
1948,419,2011.0,1,0,1497.0,118,3.8
1949,1645,2014.0,1,0,2956.0,83.8,4.45
1950,758,2012.0,1,0,1197.0,82.85,3.3
1951,216,2009.0,1,2,1248.0,91.2,1.75
1952,465,2011.0,0,2,1799.0,130,5.5
1953,518,2017.0,1,0,1582.0,126.2,13.35
1954,4,2017.0,0,2,1968.0,143,22.5
1955,664,2013.0,1,2,1591.0,121.3,5.25
1956,725,2011.0,1,0,1396.0,90,3.75
1957,494,2015.0,1,0,1498.0,98.6,6.32
1958,634,2018.0,0,0,1582.0,126.32,7.75
1959,293,2006.0,1,2,1596.0,101,1.37
1960,706,2010.0,1,0,1197.0,78.9,2.1
1961,1182,2016.0,1,0,1248.0,88.5,9.3
1962,1761,2015.0,1,0,2494.0,100.6,12.0
1963,1286,2017.0,0,0,2143.0,136,23.5
1964,972,2006.0,1,0,796.0,46.3,1.8
1965,1322,2013.0,0,2,2143.0,170,12.5
1966,1147,2015.0,1,0,1248.0,74,4.74
1967,577,2016.0,1,0,1197.0,82,5.43
1968,1737,2018.0,0,2,2982.0,168.5,31.62
1969,1743,2011.0,1,0,1998.0,132,6.3
1970,245,2017.0,1,0,1498.0,98.59,8.45
1971,304,2016.0,1,0,1196.0,86.8,5.0
1972,1731,2011.0,1,0,2982.0,171,13.0
1973,1138,2012.0,1,0,1197.0,85.8,4.7
1974,129,2018.0,0,0,2979.0,320,93.67
1975,1542,2012.0,1,0,1798.0,160,3.3
1976,1203,2009.0,1,2,1061.0,67,1.51
1977,1434,2013.0,1,0,1461.0,108.45,6.09
1978,1030,2015.0,1,0,1373.0,91.1,5.95
1979,539,2012.0,1,0,1582.0,126.24,9.0
1980,1511,2015.0,0,0,1498.0,103.52,4.25
1981,1322,2013.0,0,0,2143.0,170,23.5
1982,346,2011.0,0,0,2354.0,177.6,6.35
1983,1003,2014.0,1,0,998.0,67.04,3.4
1984,129,2017.0,0,0,2979.0,320,93.0
1985,84,2014.0,0,0,1995.0,190,21.6
1986,1849,2011.0,1,0,1598.0,103.6,4.0
1987,1134,2018.0,1,0,1248.0,74,5.5
1988,807,2012.0,1,0,2179.0,90,19.25
1989,725,2012.0,1,0,1396.0,90,3.95
1990,1045,2012.0,1,2,1248.0,73.75,4.25
1991,793,2018.0,1,0,1956.0,170,17.02
1992,1059,2012.0,1,0,1248.0,88.76,6.5
1993,334,2011.0,1,0,1196.0,70,2.95
1994,1677,2013.0,1,0,1364.0,86.79,7.12
1995,1184,2018.0,0,0,1248.0,88.5,11.25
1996,419,2009.0,1,0,1497.0,118,2.75
1997,877,2015.0,1,0,2179.0,120,12.0
1998,686,2014.0,1,0,1197.0,81.86,3.67
1999,1265,2001.0,1,0,2148.0,75,5.0
2000,860,2008.0,1,0,1390.0,75,2.3
2001,1493,2008.0,1,0,1896.0,66,2.2
2002,1280,2014.0,0,0,2987.0,224,41.0
2003,134,2016.0,0,0,1995.0,190,28.5
2004,1845,2015.0,1,0,1598.0,103.2,5.49
2005,7,2013.0,0,2,1968.0,147.51,17.5
2006,342,2009.0,1,0,1399.0,68,1.99
2007,629,2016.0,1,0,1582.0,126.3,6.64
2008,1773,2017.0,1,0,2393.0,147.8,16.5
2009,565,2016.0,1,0,1197.0,82,5.0
2010,1787,2017.0,1,0,1198.0,73.75,5.4
2011,1459,2017.0,1,0,799.0,53.3,2.99
2012,419,2011.0,1,0,1497.0,118,4.1
2013,559,2018.0,0,0,1197.0,81.86,6.76
2014,1814,2016.0,1,2,999.0,75,5.5
2015,1160,2014.0,1,0,1248.0,74,5.99
2016,1389,2012.0,1,0,1461.0,84.8,2.59
2017,779,2013.0,0,0,2179.0,187.7,26.75
2018,1034,2016.0,1,0,1248.0,88.5,8.5
2019,51,2011.0,0,0,1968.0,167.6,23.0
2020,334,2014.0,1,0,1196.0,70.02,3.35
2021,582,2012.0,0,2,2199.0,194.3,10.75
2022,892,2013.0,1,0,2179.0,120,6.29
2023,1432,2014.0,1,0,1461.0,108.45,7.75
2024,23,2012.0,0,0,1968.0,140.8,13.5
2025,1051,2013.0,1,0,1196.0,73,3.75
2026,934,2011.0,1,2,2498.0,112,3.75
2027,1196,2006.0,1,2,998.0,67.1,1.5
2028,1199,2005.0,1,0,1061.0,64,1.45
2029,1115,2013.0,1,0,1586.0,103.3,4.12
2030,1773,2016.0,1,0,2393.0,147.8,17.11
2031,1745,2015.0,1,2,2494.0,100.6,10.25
2032,1825,2011.0,1,0,1199.0,73.9,2.49
2033,1709,2015.0,1,2,1496.0,88.73,3.85
2034,257,2014.0,1,0,1498.0,89.84,6.25
2035,569,2015.0,1,0,1120.0,70,4.88
2036,445,2016.0,0,0,1497.0,117.3,9.45
2037,1749,2007.0,1,2,2494.0,102,4.8
2038,529,2012.0,1,0,814.0,55.2,1.99
2039,698,2010.0,1,0,1197.0,78.9,2.8
2040,1250,2011.0,0,2,1796.0,185,22.0
2041,828,2012.0,1,0,2523.0,62.1,4.3
2042,1485,2014.0,0,0,1968.0,138.1,9.75
2043,1174,2015.0,1,0,1197.0,81.8,5.9
2044,7,2013.0,0,0,1968.0,147.51,14.5
2045,285,2009.0,1,2,1399.0,68,2.4
2046,1110,2008.0,1,2,1586.0,104.68,2.11
2047,563,2017.0,0,0,1197.0,82,7.6
2048,1087,2012.0,0,0,1197.0,85.8,3.6
2049,866,2013.0,1,0,2179.0,120,6.0
2050,881,2014.0,1,0,2179.0,120,7.45
2051,970,2011.0,1,0,796.0,46.3,2.1
2052,1434,2013.0,1,2,1461.0,108.45,5.2
2053,838,2009.0,1,0,2498.0,81.8,6.99
2054,1075,2017.0,1,0,1197.0,81.8,6.36
2055,1767,2015.0,1,0,2494.0,100.6,11.62
2056,127,2015.0,0,2,2993.0,261.49,43.6
2057,611,2009.0,1,2,1991.0,142,4.9
2058,1446,2015.0,1,0,1461.0,108.45,6.7
2059,1188,2013.0,1,0,998.0,67.04,3.05
2060,9,2014.0,0,0,1968.0,174.33,25.0
2061,793,2018.0,1,0,1956.0,170,19.05
2062,622,2015.0,1,0,1396.0,105.5,4.5
2063,380,2013.0,1,0,1198.0,86.7,4.15
2064,512,2015.0,1,0,1582.0,126.2,11.9
2065,695,2011.0,1,0,1086.0,68.05,2.1
2066,905,2016.0,1,0,1493.0,100,6.95
2067,1140,2008.0,1,2,1298.0,85.8,2.4
2068,504,2007.0,1,0,1495.0,94,2.65
2069,924,2014.0,1,0,2179.0,140,9.0
2070,960,2012.0,1,0,998.0,67.1,2.1
2071,170,2011.0,1,2,1199.0,79.4,2.5
2072,25,2009.0,0,0,2698.0,179.5,8.95
2073,1348,2017.0,0,0,1496.0,113.98,34.0
2074,1118,2011.0,1,0,1193.0,88.7,3.15
2075,1668,2015.0,1,0,1193.0,88.7,4.0
2076,436,2014.0,1,0,1498.0,98.6,4.45
2077,170,2010.0,1,0,1199.0,79.4,1.5
2078,11,2011.0,0,2,1498.0,140,14.5
2079,234,2015.0,1,0,1498.0,99,8.41
2080,654,2014.0,0,2,1582.0,126.32,5.45
2081,446,2015.0,0,0,1497.0,117.3,8.9
2082,706,2012.0,1,0,1197.0,78.9,3.65
2083,143,2015.0,0,2,1995.0,190,29.0
2084,7,2013.0,0,0,1968.0,147.51,13.5
2085,401,2008.0,0,0,2354.0,152,5.4
2086,557,2016.0,1,0,1197.0,81.86,5.89
2087,1033,2016.0,1,0,1248.0,88.5,8.45
2088,459,2011.0,1,0,1497.0,117.3,4.0
2089,118,2013.0,0,0,2993.0,313,45.0
